"","IP","USER_ID","START_DATE","END_DATE","TIMER_total","FINISHED","MOBILE","ENVIRONMENT_INTEREST","ENVIRONMENT_FOLLOW","ENVIRONMENT_PREFERENCE","GOV_EVALUATION","GOV_TRUST","IDEOLOGY","CHILDREN","CHILDREN_young","FACTORIES_relatives","AGE","EDUCATION","INCOME","HOME","GENDER","HEBREW","RELEVANCE_exp","SYMBOL","SYMBOL_bi","t1","AIR_order","WASTE_order","INFORMATION_air","INFORMATION_waste","CONDITION_air","CONDITION_waste","AREA_reside","CITY_reside_raw","CITY_reside_he","CITY_reside_en","AREA_work","CITY_reside_youth","AREA_reside_haifa","AREA_work_haifa","AREA","AREA_names","TRUST_air_q1","TRUST_air_q2","TRUST_air_q3","TRUST_air_q4","TRUST_air_q5","TRUST_air_q6","TRUST_air_competence","TRUST_air_benevolence","TRUST_air_integrity","TRUST_air_INDEX","TRUST_air_timer","TRUST_waste_q1","TRUST_waste_q2","TRUST_waste_q3","TRUST_waste_q4","TRUST_waste_q5","TRUST_waste_q6","TRUST_waste_competence","TRUST_waste_benevolence","TRUST_waste_integrity","TRUST_waste_INDEX","TRUST_waste_timer","IMC_item","IMC","ELABORATION_air_q1","ELABORATION_air_q2","ELABORATION_air_q3","ELABORATION_air_q4","ELABORATION_air_q5","ELABORATION_air_q2.r","ELABORATION_air_q5.r","ELABORATION_air_INDEX","ELABORATION_air_INDEX_01","ELABORATION_waste_q1","ELABORATION_waste_q2","ELABORATION_waste_q3","ELABORATION_waste_q4","ELABORATION_waste_q5","ELABORATION_waste_q2.r","ELABORATION_waste_q5.r","ELABORATION_waste_INDEX","ELABORATION_waste_INDEX_01","ELABORATION_air_time","ELABORATION_waste_time","ELABORATION_air_time_log","ELABORATION_waste_time_log","ELABORATION_total_time_log","MEMORY_air_correct","MEMORY_air_incorrect","MEMORY_air_score","MEMORY_waste_correct","MEMORY_waste_incorrect","MEMORY_waste_score","MEMORY_total","RELEVANCE_air_obs","RELEVANCE_waste_obs","RECOGNIZE_waste_real","RECOGNIZE_air_real","RECOGNIZE_SVIVA_logo","AFFECT_waste_real","AFFECT_air_real","AFFECT_waste_fake","AFFECT_air_fake","SYMBOL_n","INFORMATION_air_n","RELEVANCE_exp_n","INFORMATION_waste_n","REPETITION_elaboration","RELEVANCE_exp_treat_text","RELEVANCE_exp_control_text","WITHIN_DELTA"
"618","80.246.133.124",393451,2018-01-28 23:04:00,2018-01-28 23:11:00,7,1,1,5,5,7,3,4,3,0,0,0,21,4,3,2,0,1,1,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",2,"קריית ביאליק ","קרית ביאליק","QIRYAT BIALIK",2,"ערד",1,1,1,"Haifa-Bay",5,5,7,6,5,4,5,6.5,4.5,5.33333333333333,62.557,5,3,7,7,5,5,4,7,5,5.33333333333333,23.911,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,5,5,3,3,2.8,2.25,13.748,7.113,2.6911074803719,2.09346771341293,3.08470422735626,NA,NA,NA,0,1,0,0,6,5,3,6,7,4,5,NA,NA,"2 Real symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי הזיקוק","",0
"619","93.172.18.26",130187,2018-01-28 23:03:00,2018-01-28 23:16:00,13,1,1,NA,NA,NA,4,4,3,1,1,0,32,7,4,1,0,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",2," קריית אתא","קרית אתא","QIRYAT ATA",2,"קרית ים",1,1,1,"Haifa-Bay",2,2,2,2,2,1,2,2,1.5,1.83333333333333,71.955,4,3,3,3,3,2,3.5,3,2.5,3,62.831,"009",1,1,6,2,6,6,2,2,2.6,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.086,145.497,3.46841979792888,4.98700495043175,5.17943810525583,1,0,1,NA,NA,NA,1,2,4,2,5,5,4,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","אנשים בעליי אוריינטצייה הנדסית שמחפשים ממשק יום יומי של אדם-אדם ולא אדם-מחשב.. / אנשים שמחפשים מקום דינמי שעובדים בו בעצימות גבוהה ומספק ריגוש על בסיס יומי",-1.16666666666667
"620","79.176.145.59",392274,2018-01-28 23:23:00,2018-01-28 23:34:00,11,1,1,5,5,5,4,4,1,1,1,0,35,6,1,2,1,2,1,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2,"חיפה ","חיפה","HAIFA",1,"עפולה",1,0,1,"Haifa-Bay",5,5,6,6,6,6,5,6,6,5.66666666666667,60.949,7,6,6,6,6,6,6.5,6,6,6.16666666666667,37.48,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,5,3,3,3,2.75,15.812,7.327,2.82209291714287,2.11950324725368,3.18382878979063,NA,NA,NA,0,1,0,0,7,7,5,7,5,7,7,7,4,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר ","",0.5
"621","89.139.120.40",365228,2018-01-29 00:05:00,2018-01-29 00:10:00,5,1,0,NA,NA,NA,4,5,7,0,0,0,35,8,3,2,0,1,0,"2",2,"   air d  ",1,2,0,1,"D","A",2," נשר","נשר","NESHER",2,"אשדוד",1,1,1,"Haifa-Bay",5,5,6,6,4,4,5,6,4,5,20.331,6,6,6,6,5,5,6,6,5,5.66666666666667,12.884,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,6,6,2,2,3.8,3.25,9.877,4.993,2.38665046811171,1.79059212147605,2.76443053453832,NA,NA,NA,0,1,0,0,7,7,6,7,7,5,6,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","שכר טוב יותר / תנאי עבודה טובים יותר / יוקרה גבוהה יותר",0.666666666666667
"622","80.246.136.181",69908,2018-01-29 00:11:00,2018-01-29 00:16:00,5,1,0,2,2,5,4,4,4,0,0,0,23,5,3,2,0,1,1,"0",1,"     waste f",2,1,1,0,"C","F",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"קרית אתא",1,1,1,"Haifa-Bay",3,3,6,5,5,5,3,5.5,5,4.5,19.237,5,5,5,5,5,5,5,5,5,5,14.422,"09",1,5,4,7,5,1,4,7,5.6,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.055,36.957,2.83644341587061,3.63645394006017,3.9892062440988,1,0,1,NA,NA,NA,1,4,4,3,6,4,5,6,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי זיקוק","",-0.5
"623","85.64.134.243",5879,2018-01-29 00:40:00,2018-01-29 00:51:00,11,1,0,3,3,5,5,5,4,1,0,0,80,5,4,2,0,1,1,"1",1,"    waste b ",2,1,0,1,"E","B",2,"קרית מוצקין ","קרית מוצקין","QIRYAT MOZKIN",2,"חיפה",1,1,1,"Haifa-Bay",2,3,3,3,2,3,2.5,3,2.5,2.66666666666667,37.384,5,4,6,6,5,4,4.5,6,4.5,5,51.141,"09",1,6,1,6,6,2,7,6,6.2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.412,26.863,3.81577638730229,3.32729964381791,4.28047828790241,1,1,0,NA,NA,NA,0,5,5,2,5,5,4,4,4,2,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר באזור מפרץ חיפה","",2.33333333333333
"624","77.138.137.42",65282,2018-01-29 00:38:00,2018-01-29 01:00:00,22,1,0,NA,NA,NA,3,4,2,1,1,NA,41,7,1,2,0,2,0,"0",1,"     air f",1,2,0,1,"F","C",1," חיפה","חיפה","HAIFA",1,"נהריה",1,0,1,"Haifa-Bay",1,1,1,1,1,2,1,1,1.5,1.16666666666667,50.262,2,2,1,1,2,4,2,1,3,2,40.231,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,1,3,7,4.6,4.5,58.617,43.708,4.08794076829889,3.80015245652337,4.6378793603978,NA,NA,NA,0,1,0,0,1,4,1,1,1,6,7,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","הקלות במיסוי",0.833333333333333
"625","141.226.162.178",425281,2018-01-29 03:02:00,2018-01-29 03:14:00,12,1,0,NA,NA,NA,4,2,3,0,0,0,34,6,1,2,0,1,0,"2",2,"   air d  ",1,2,0,1,"D","A",2," קרית אתא","קרית אתא","QIRYAT ATA",2,"נהריה",1,1,1,"Haifa-Bay",2,2,1,3,2,1,2,2,1.5,1.83333333333333,74.228,2,2,1,3,1,2,2,2,1.5,1.83333333333333,49.771,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,7,6,5,2,5,4.5,33.344,8.896,3.53642733092226,2.29213063509019,3.76676599277101,NA,NA,NA,0,1,0,0,7,2,7,7,1,2,5,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","משכורת גבוה",0
"626","24.193.9.94",353380,2018-01-29 03:46:00,2018-01-29 03:54:00,8,1,0,2,1,6,2,2,0,1,1,0,33,5,2,2,0,1,1,"1",1,"    waste b ",2,1,0,1,"E","B",2,"חיפה ","חיפה","HAIFA",2,"צפת",1,1,1,"Haifa-Bay",1,2,4,4,4,4,1.5,4,4,3.16666666666667,21.619,2,3,4,4,4,3,2.5,4,3.5,3.33333333333333,34.339,"09",1,4,4,3,3,2,4,6,4,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.812,7.031,2.05566101301443,2.08330905320632,2.69752837364263,1,0,1,NA,NA,NA,1,3,4,1,1,3,4,2,4,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"צואת כלבים ותשתית גרועה","",0.166666666666667
"627","46.121.137.76",378897,2018-01-29 07:20:00,2018-01-29 07:28:00,8,1,0,6,6,6,6,6,3,1,0,1,80,7,2,1,0,1,1,"1",1,"    air b ",1,2,1,0,"B","E",2,"נשר ","נשר","NESHER",4,"תל אביב",1,0,1,"Haifa-Bay",6,6,6,6,6,6,6,6,6,6,28.8,6,5,6,6,7,6,5.5,6,6.5,6,23.084,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,3,2,4,3.75,11.573,5.861,2.53155165761104,1.92585320370875,2.91419678557147,NA,NA,NA,0,2,0,0,7,7,6,6,5,7,6,7,6,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"תאונות הדרכים","",0
"628","141.226.88.245",360303,2018-01-29 07:20:00,2018-01-29 07:30:00,10,1,1,4,6,5,5,5,5,1,0,1,63,3,2,1,0,1,1,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"אור יהודה",1,1,1,"Haifa-Bay",5,5,6,6,5,5,5,6,5,5.33333333333333,30.689,6,5,6,6,5,5,5.5,6,5,5.5,39.467,"009",1,1,5,5,5,5,3,3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.263,6.99,4.75585486617218,2.07819075977818,4.81423915339736,2,2,0,NA,NA,NA,0,7,7,7,7,7,7,7,NA,NA,"2 Real symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי זיקוק / מיכלי אמוניה","",-0.166666666666667
"629","46.19.85.116",351578,2018-01-29 07:26:00,2018-01-29 07:35:00,9,1,1,NA,NA,NA,7,7,3,1,1,0,31,5,5,1,0,1,0,"0",1,"  Mobile_waste c   ",2,1,0,1,"F","C",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,18.238,7,7,7,7,7,7,7,7,7,7,31.084,"009",1,1,7,1,7,7,1,1,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.683,23.602,3.57467438489471,3.20282774044659,4.08235632291003,0,1,0,NA,NA,NA,0,7,7,7,7,3,7,6,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","משכורות",6
"630","46.19.86.199",42234,2018-01-29 07:37:00,2018-01-29 07:45:00,8,1,1,NA,NA,NA,5,5,3,1,1,0,33,7,4,1,0,1,0,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",2," חיפה","חיפה","HAIFA",1,"קרית ביאליק",1,0,1,"Haifa-Bay",6,3,3,3,3,1,4.5,3,2,3.16666666666667,24.885,7,7,1,3,3,7,7,2,5,4.66666666666667,22.929,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,2,2,7,6,4.6,5.25,5.948,4.968,1.93845384837886,1.78641186290146,2.47788203485104,NA,NA,NA,1,1,0,0,7,7,1,1,7,7,7,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","מגוון עיסוקים",-1.5
"631","37.46.38.105",323999,2018-01-29 07:46:00,2018-01-29 07:58:00,12,1,1,NA,NA,NA,5,5,3,0,0,0,27,5,2,2,0,2,0,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",2," חיפה","חיפה","HAIFA",2,"אריאל",1,1,1,"Haifa-Bay",5,5,6,6,6,5,5,6,5.5,5.5,34.369,5,4,2,5,5,5,4.5,3.5,5,4.33333333333333,53.936,"009",1,1,5,2,2,5,3,3,2.2,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.981,13.609,2.994781822018,2.68163777715038,3.5142284036242,2,0,2,NA,NA,NA,2,6,5,3,1,1,5,5,5,5,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","חשיפה יותר גדולה לתחום",1.16666666666667
"632","132.68.53.173",232136,2018-01-29 08:05:00,2018-01-29 08:14:00,9,1,0,6,5,7,5,4,4,0,0,0,NA,6,4,2,0,1,1,"2",2,"   air a  ",1,2,1,0,"A","D",2,"קרית ביאליק ","קרית ביאליק","QIRYAT BIALIK",2,"רכסים",1,1,1,"Haifa-Bay",3,3,3,3,3,2,3,3,2.5,2.83333333333333,30.119,1,1,1,3,2,2,1,2,2,1.66666666666667,66.379,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,5,5,4,4,56.685,33.713,4.05499717437925,3.54711425656231,4.51522359638262,NA,NA,NA,0,1,0,0,7,6,4,4,7,7,6,NA,NA,"2 Real symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי זיקוק","",1.16666666666667
"633","79.176.191.43",248308,2018-01-29 08:14:00,2018-01-29 08:21:00,7,1,0,NA,NA,NA,4,3,4,0,0,0,31,8,4,2,0,2,0,"0",1,"     air c",1,2,1,0,"C","F",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",5,4,5,6,4,4,4.5,5.5,4,4.66666666666667,31.563,3,3,4,2,3,5,3,3,4,3.33333333333333,26.308,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,2,6,6,5.4,5.5,11.119,28.53,2.49477446898635,3.38540669575583,3.70497423544523,NA,NA,NA,0,0,0,0,7,1,1,1,1,5,3,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","משכורת המשקפות את משך הלימודים ואת האחריות שבאה יחד עם המקצוע",1.33333333333333
"634","212.143.43.94",16636,2018-01-29 08:21:00,2018-01-29 08:26:00,5,1,0,5,5,5,3,4,3,1,1,1,34,4,1,1,0,1,1,"1",1,"    waste e ",2,1,1,0,"B","E",2,"קרית חיים ","קרית חיים","QIRYAT HAIM",1,"ירוחם",1,0,1,"Haifa-Bay",4,5,5,6,5,5,4.5,5.5,5,5,12.009,4,4,4,5,5,5,4,4.5,5,4.5,26.352,"09",1,5,5,6,6,5,3,3,4.6,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.637,7.454,2.45418967712594,2.1346397021446,2.94921701981252,2,2,0,NA,NA,NA,0,5,5,4,4,1,5,5,6,5,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"נמל בתי זיקוק","",0.5
"635","109.65.19.67",103820,2018-01-29 08:19:00,2018-01-29 08:34:00,15,1,0,5,6,7,3,3,5,1,0,0,NA,3,4,1,0,2,1,"1",1,"    waste b ",2,1,0,1,"E","B",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",2,1,4,1,2,2,1.5,2.5,2,2,51.344,6,3,6,2,1,2,4.5,4,1.5,3.33333333333333,52.961,"09",1,6,2,5,5,2,6,6,5.6,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.451,31.148,3.81663482258166,3.47035024035047,4.33858402183104,2,1,1,NA,NA,NA,1,5,5,2,1,1,4,1,4,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"המון אויר מזוהם מהמפעלים בפרט באיזורי מגורים הפונים אל המפרץ ","",1.33333333333333
"636","82.166.232.129",85126,2018-01-29 09:41:00,2018-01-29 09:47:00,6,1,0,5,4,5,3,3,5,1,1,0,34,3,1,2,0,1,1,"1",1,"    air b ",1,2,1,0,"B","E",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"קרית אתא",1,1,1,"Haifa-Bay",1,2,4,4,3,3,1.5,4,3,2.83333333333333,42.994,5,5,5,5,4,4,5,5,4,4.66666666666667,13.501,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,6,6,5,2,5,4.75,5.103,5.684,1.80878045356236,1.89971661073315,2.46699722924443,NA,NA,NA,0,2,0,0,7,6,7,7,2,6,6,7,2,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"חיפה כמיכלים בתי זיקוק דשנים","",-1.83333333333333
"637","82.102.135.94",267007,2018-01-29 09:49:00,2018-01-29 09:57:00,8,1,0,NA,NA,NA,4,5,7,1,1,0,30,7,3,2,0,1,0,"0",1,"     air f",1,2,0,1,"F","C",2," חיפה (קרית חיים)","קרית חיים","QIRYAT HAIM",2,"נשר",1,1,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,24.81,6,6,6,6,5,5,6,6,5,5.66666666666667,25.026,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,7,2,7,6,6.8,6.75,25.541,21.789,3.27869070716936,3.12627796340063,3.87805248585699,NA,NA,NA,0,1,0,0,7,6,5,7,7,7,7,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","התחום שלי די ספציפי, אבל ככלל המדינה צריכה להשקיע ולתמוך הן כספית והן ערכית ביותר עשייה תרבותית",4.66666666666667
"638","2.55.40.177",414139,2018-01-29 10:13:00,2018-01-29 10:21:00,8,1,1,5,4,4,3,5,4,0,0,0,21,4,1,2,0,1,1,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",6,5,5,7,6,5,5.5,6,5.5,5.66666666666667,82.051,7,5,6,6,7,5,6,6,6,6,21.815,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,4,5,3.4,3.5,22.987,5.331,3.17751201692689,1.84545820156199,3.37820166186784,NA,NA,NA,1,1,0,0,5,3,2,6,5,5,6,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר","",0.333333333333333
"639","81.218.168.53",403711,2018-01-29 10:31:00,2018-01-29 10:42:00,11,1,0,5,2,6,3,3,2,1,1,0,39,5,4,1,0,2,1,"1",1,"    waste e ",2,1,1,0,"B","E",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",5,5,5,5,4,4,5,5,4,4.66666666666667,43.993,3,3,5,4,4,4,3,4.5,4,3.83333333333333,60.497,"09",1,3,4,4,5,1,4,7,4.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.937,42.735,3.52450586462061,3.77814869687182,4.33953658305293,2,1,1,NA,NA,NA,1,5,3,5,6,4,3,6,4,5,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום","",0.833333333333333
"640","109.64.105.130",352309,2018-01-29 12:29:00,2018-01-29 12:38:00,9,1,0,5,4,5,3,3,5,0,0,1,19,4,2,2,1,1,1,"1",1,"    air e ",1,2,0,1,"E","B",2,"קריית ים ","קרית ים","QIRYAT YAM",2,"קריית ים",1,1,1,"Haifa-Bay",3,3,4,4,3,3,3,4,3,3.33333333333333,45.657,4,4,2,2,3,4,4,2,3.5,3.16666666666667,36.604,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,4,4,3.6,3.5,23.955,22.955,3.21707420292157,3.17617707033509,3.86932425089503,NA,NA,NA,0,0,0,0,1,4,3,5,5,4,7,2,5,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר והחופים","",-0.166666666666667
"641","37.142.164.21",138472,2018-01-29 12:51:00,2018-01-29 12:57:00,6,1,1,5,4,6,4,4,6,0,0,0,29,8,1,2,0,2,1,"0",1,"  Mobile_air c   ",1,2,1,0,"C","F",2,"נשר ","נשר","NESHER",1,"נשר",1,0,1,"Haifa-Bay",4,4,3,3,4,3,4,3,3.5,3.5,33.756,5,5,7,6,5,5,5,6.5,5,5.5,18.784,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,5,3,3,2.6,2.5,16.222,3.745,2.84618763627397,1.55709143206189,3.0429497731631,NA,NA,NA,1,0,1,1,7,5,2,7,7,4,5,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי הזיקוק והמפעלים המזהמים במפרץ חיפה","",-2
"642","109.64.5.182",75171,2018-01-29 12:52:00,2018-01-29 12:57:00,5,1,0,2,2,3,4,2,5,0,0,0,24,6,4,2,1,1,1,"0",1,"     waste f",2,1,1,0,"C","F",2,"נשר ","נשר","NESHER",2,"נשר",1,1,1,"Haifa-Bay",2,2,2,2,2,2,2,2,2,2,14.137,4,4,3,3,4,4,4,3,4,3.66666666666667,32.264,"09",1,7,3,6,6,3,5,5,5.8,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.553,4.787,2.80656735427803,1.7556140225917,3.06058324587361,1,0,1,NA,NA,NA,1,5,3,1,1,3,5,3,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"לא יודעת","",-1.66666666666667
"643","213.57.246.115",32908,2018-01-29 12:51:00,2018-01-29 12:58:00,7,1,1,NA,NA,NA,3,2,8,1,1,NA,36,7,2,1,0,1,0,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",1," חיפה","חיפה","HAIFA",4,"אשדוד ",1,0,1,"Haifa-Bay",4,4,5,5,6,3,4,5,4.5,4.5,22.183,3,4,3,4,4,3,3.5,3.5,3.5,3.5,19.676,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,5,3,3,3,2.5,41.083,63.972,3.73964385866391,4.17395640785715,4.66395782747118,NA,NA,NA,2,0,2,2,2,6,1,5,5,4,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","לא יודע ",1
"644","46.19.86.235",257104,2018-01-29 12:53:00,2018-01-29 13:00:00,7,1,1,NA,NA,NA,3,3,7,1,1,0,39,7,3,2,1,1,0,"1",1," Mobile_air b    ",1,2,1,0,"B","E",2," חיפה","חיפה","HAIFA",2,"נצרת עילית",1,1,1,"Haifa-Bay",7,4,4,5,5,7,5.5,4.5,6,5.33333333333333,40.916,7,4,5,5,5,5,5.5,5,5,5.16666666666667,21.052,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,4,4,2,4,2.6,2.25,6.029,7.267,1.95004444819377,2.11227168627054,2.65997977785713,NA,NA,NA,1,2,0,0,6,5,7,5,3,7,7,7,5,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","שכר",0.166666666666666
"645","77.125.56.5",134479,2018-01-29 12:52:00,2018-01-29 13:00:00,8,1,1,NA,NA,NA,2,1,5,1,1,0,61,7,3,2,0,1,0,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",2," קריית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"חיפה",1,1,1,"Haifa-Bay",1,2,1,1,1,1,1.5,1,1,1.16666666666667,23.515,1,2,1,1,1,1,1.5,1,1,1.16666666666667,63.013,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,5,7,1,1,1.8,1,9.165,5.281,2.31895044708031,1.83752920347224,2.73735007014707,NA,NA,NA,2,0,2,2,7,7,1,5,7,2,1,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","העניין וההתחדשות בתחום",0
"646","46.19.86.223",245638,2018-01-29 12:53:00,2018-01-29 13:00:00,7,1,1,NA,NA,NA,3,2,3,0,0,0,31,7,2,2,0,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",2," קריית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"קריית מוצקין",1,1,1,"Haifa-Bay",3,3,3,2,3,3,3,2.5,3,2.83333333333333,22.92,4,4,5,4,5,4,4,4.5,4.5,4.33333333333333,26.696,"009",1,1,7,1,7,7,1,1,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.146,27.367,2.89845015074744,3.34522649772349,3.81799799943407,2,0,2,NA,NA,NA,2,7,5,6,6,4,4,4,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","עניין וכסף",-1.5
"647","2.53.7.79",369844,2018-01-29 12:54:00,2018-01-29 13:00:00,6,1,1,4,7,7,2,2,0,0,0,0,31,3,2,2,1,1,1,"2",2,"Mobile_waste a     ",2,1,0,1,"D","A",2,"קרית ים ","קרית ים","QIRYAT YAM",2,"קרית ים",1,1,1,"Haifa-Bay",1,1,3,4,3,2,1,3.5,2.5,2.33333333333333,32.892,2,5,5,3,3,2,3.5,4,2.5,3.33333333333333,29.216,"009",1,1,3,6,4,3,5,5,4.2,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98,7.332,2.19499988231411,2.12010352339873,2.79190103327215,1,0,1,NA,NA,NA,1,4,3,2,3,3,3,5,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר","",1
"648","77.138.50.87",421242,2018-01-29 12:55:00,2018-01-29 13:00:00,5,1,1,NA,NA,NA,2,2,4,0,0,0,25,4,2,2,0,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",2," קרית אתא","קרית אתא","QIRYAT ATA",2,"חיפה",1,1,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,19.559,5,3,3,4,3,4,4,3.5,3.5,3.66666666666667,19.048,"009",1,1,6,2,6,6,2,2,2.6,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1.413,0.89199803930511,0.880870786642895,1.34885206564402,2,1,1,NA,NA,NA,1,7,6,7,7,5,7,6,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","רצון לתת שירות",-2.66666666666667
"649","2.53.47.4",91750,2018-01-29 12:53:00,2018-01-29 13:05:00,12,1,1,NA,NA,NA,4,4,4,1,1,0,39,6,3,1,0,1,0,"0",1,"  Mobile_waste c   ",2,1,0,1,"F","C",2," קרית ביאליק","קרית ביאליק","QIRYAT BIALIK",2,"קרית ביטליק",1,1,1,"Haifa-Bay",1,2,2,2,3,3,1.5,2,3,2.16666666666667,65.705,4,4,5,5,5,4,4,5,4.5,4.5,53.479,"009",1,1,1,1,1,4,7,4,2.8,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.377,13.913,4.25386650523899,2.70223331578065,4.43426323400939,1,0,1,NA,NA,NA,1,7,3,3,5,2,5,4,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","משכורות טובות יותר",2.33333333333333
